**harm,**harte,**timestamp,**phrase,**leadinstrument,**kern,**silbe,**kern_2,**silbe_2,**duration,**rhyme,**valence,**arousal,**rms,**kern_3,**silbe_3,**kern_4,**silbe_4,**kern_5,**silbe_5,**harm_2,**harte_2,**stress
II,C:maj,157.036,,,c,knows,,,1.0,,,,,,,,,,,II7,C:7,1
*>Link,*>Link,*>Link,,,*>Link,*>Link,,,1.0,,,,,,,,,,,*>Link,*>Link,*>Link
I,B-:maj,160.051,,,B-,yeah,,,1.0,,,,,,,,,,,I,B-:maj,3
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
-II,C-:maj,.,,,f,hes,,,1.0,,,,,,,,,,,-II,C-:maj,0
*>Chf,*>Chf,*>Chf,,,*>Chf,*>Chf,,,1.0,,,,,,,,,,,*>Chf,*>Chf,*>Chf
I,B-:maj,199.923,,,f,all,,,1.0,,,,,,,,,,,I,B-:maj,0
I,B-:maj,203.000,,,f,likes,,,1.0,,,,,,,,,,,I,B-:maj,1
I,B-:maj,206.059,,,f,likes,,,1.0,,,,,,,,,,,I,B-:maj,1
II,C:maj,209.097,,,c,knows,,,1.0,,,,,,,,,,,II7,C:7,1
II,C:maj,212.107,,,c,knows,,,1.0,,,,,,,,,,,II7,C:7,1
I,B-:maj,215.088,,,f,hes,,,1.0,,,,,,,,,,,I,B-:maj,0
I,B-:maj,218.131,,,f,all,,,1.0,,,,,,,,,,,I,B-:maj,0
I,B-:maj,221.197,,,f,likes,,,1.0,,,,,,,,,,,I,B-:maj,1
I,B-:maj,224.256,,,f,likes,,,1.0,,,,,,,,,,,I,B-:maj,1
II,C:maj,227.258,,,c,knows,,,1.0,,,,,,,,,,,II7,C:7,1
II,C:maj,230.216,,,c,knows,,,1.0,,,,,,,,,,,II7,C:7,1
II,C:maj,233.192,,,c,knows,,,1.0,,,,,,,,,,,II7,C:7,1
II,C:maj,236.184,,,c,knows,,,1.0,,,,,,,,,,,II7,C:7,1
*>Link,*>Link,*>Link,,,*>Link,*>Link,,,1.0,,,,,,,,,,,*>Link,*>Link,*>Link
I,B-:maj,239.154,,,B-,yeah,,,1.0,,,,,,,,,,,I,B-:maj,3
*>Intro,*>Intro,*>Intro,,,*>Intro,*>Intro,,,1.0,,,,,,,,,,,*>Intro,*>Intro,*>Intro
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
IV,A:maj,33.734,,,A,_,,,1.0,,,,,,,,,,,IV,A:maj,.
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
I,E:maj,35.454,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,38.949,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,42.454,,,e,dri-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,45.991,,,e,man,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,49.502,,,e,tel-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,53.034,,,e,usel-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,56.548,,,e,fire,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,60.038,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,63.556,,,e,no,,,1.0,,,,,,,,,,,I,E:maj,0
I,E:maj,70.586,,,d,_,,,1.0,,,,,,,,,,,I,E:maj,.
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
IV,A:maj,93.359,,,A,_,,,1.0,,,,,,,,,,,IV,A:maj,.
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
I,E:maj,95.103,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,98.610,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,102.119,,,e,watc-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,105.644,,,e,man,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,109.182,,,e,white,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,112.727,,,e,cant,,,1.0,,,,,,,,,,,I,E:maj,1
IV,A:maj,114.496,,,e,doe-,,,1.0,,,,,,,,,,,-VIIc,D:maj/5,1
I,E:maj,116.257,,,e,same,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,119.768,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,123.297,,,e,no,,,1.0,,,,,,,,,,,I,E:maj,0
I,E:maj,130.349,,,d,_,,,1.0,,,,,,,,,,,I,E:maj,.
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
IV,A:maj,153.212,,,A,_,,,1.0,,,,,,,,,,,IV,A:maj,.
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
I,E:maj,154.977,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,158.496,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,162.020,,,e,rid-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,165.523,,,e,do-,,,1.0,,,,,,,,,,,I,E:maj,1
IV,A:maj,167.301,,,e,sig-,,,1.0,,,,,,,,,,,-VIIc,D:maj/5,1
I,E:maj,169.059,,,e,tryin,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,172.582,,,e,ba-,,,1.0,,,,,,,,,,,I,E:maj,1
IV,A:maj,174.354,,,e,lat-,,,1.0,,,,,,,,,,,-VIIc,D:maj/5,1
I,E:maj,176.139,,,e,see,,,1.0,,,,,,,,,,,I,E:maj,1
IV,A:maj,177.902,,,e,los-,,,1.0,,,,,,,,,,,-VIIc,D:maj/5,1
I,E:maj,179.669,,,g,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,183.173,,,e,no,,,1.0,,,,,,,,,,,I,E:maj,0
I,E:maj,190.234,,,d,_,,,1.0,,,,,,,,,,,I,E:maj,.
*>Fadeout,*>Fadeout,*>Fadeout,,,*>Fadeout,*>Fadeout,,,1.0,,,,,,,,,,,*>Fadeout,*>Fadeout,*>Fadeout
I,E:maj,193.789,,,g#,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,197.333,,,g#,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,200.893,,,g#,get,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,204.434,,,G,-act-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,207.999,,,G#,-act-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,211.579,,,G,-act-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,215.151,,,g#,-act-,,,1.0,,,,,,,,,,,I,E:maj,1
I,E:maj,218.690,,,g#,get,,,1.0,,,,,,,,,,,I,E:maj,1
*>Intro,*>Intro,*>Intro,,,*>Intro,,,,1.0,,,,,,,,,,,*>Intro,*>Intro,
*>Verse,*>Verse,*>Verse,,,*>Verse,,,,1.0,,,,,,,,,,,*>Verse,*>Verse,
*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,,,,1.0,,,,,,,,,,,*>Bridge,*>Bridge,
*>Verse,*>Verse,*>Verse,,,*>Verse,,,,1.0,,,,,,,,,,,*>Verse,*>Verse,
*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,,,,1.0,,,,,,,,,,,*>Bridge,*>Bridge,
*>Verse,*>Verse,*>Verse,,,*>Verse,,,,1.0,,,,,,,,,,,*>Verse,*>Verse,
*>Instrumental,*>Instrumental,*>Instrumental,,,*>Instrumental,,,,1.0,,,,,,,,,,,*>Instrumental,*>Instrumental,
*>Verse,*>Verse,*>Verse,,,*>Verse,,,,1.0,,,,,,,,,,,*>Verse,*>Verse,
*>Coda,*>Coda,*>Coda,,,*>Coda,,,,1.0,,,,,,,,,,,*>Coda,*>Coda,
*>Intro,*>Intro,*>Intro,,,*>Intro,*>Intro,,,1.0,,,,,,,,,,,*>Intro,*>Intro,*>Intro
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
vi,E:min,20.332,,,d,I,,,1.0,,,,,,,,,,,vi,E:min,0
Ib,G:maj/3,.,,,c,merc-,,,1.0,,,,,,,,,,,Ib,G:maj/3,1
vi,E:min,28.829,,,B,I,,,1.0,,,,,,,,,,,vi,E:min,0
Ib,G:maj/3,.,,,G,bott-,,,1.0,,,,,,,,,,,Ib,G:maj/3,1
I,G:maj,35.182,,,d,hand,,,1.0,,,,,,,,,,,I,G:maj,1
Ib,G:maj/3,.,,,d,of,,,1.0,,,,,,,,,,,Ib,G:maj/3,0
vi,E:min,45.710,,,B,-tio-,,,1.0,,,,,,,,,,,vi,E:min,1
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
IV,C:maj,60.375,,,B,all,,,1.0,,,,,,,,,,,IV,C:maj,0
V,D:maj,.,,,e,ev-,,,1.0,,,,,,,,,,,V,D:maj,1
V,D:maj,.,,,B,-mpti-,,,1.0,,,,,,,,,,,V,D:maj,1
V,D:maj,.,,,B,-mpti-,,,1.0,,,,,,,,,,,V,D:maj,1
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
I,G:maj,75.061,,,d,-e,,,1.0,,,,,,,,,,,I,G:maj,2
Ib,G:maj/3,.,,,c,free,,,1.0,,,,,,,,,,,Ib,G:maj/3,1
I,G:maj,83.365,,,B,fear,,,1.0,,,,,,,,,,,I,G:maj,1
vi,E:min,85.389,,,B,-er-,,,1.0,,,,,,,,,,,vi,E:min,0
IV,C:maj,87.418,,,G,them,,,1.0,,,,,,,,,,,IV,C:maj,0
Ib,G:maj/3,.,,,G,stop,,,1.0,,,,,,,,,,,Ib,G:maj/3,1
V,D:maj,89.565,,,G,_,,,1.0,,,,,,,,,,,V,D:maj,.
vi,E:min,93.663,,,d,-hets,,,1.0,,,,,,,,,,,vi,E:min,0
IV,C:maj,95.717,,,e,stand,,,1.0,,,,,,,,,,,IV,C:maj,1
I,G:maj,99.821,,,B,say,,,1.0,,,,,,,,,,,I,G:maj,1
vi,E:min,101.831,,,B,of,,,1.0,,,,,,,,,,,vi,E:min,0
Ib,G:maj/3,.,,,G,-ill,,,1.0,,,,,,,,,,,Ib,G:maj/3,1
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
IV,C:maj,115.949,,,B,all,,,1.0,,,,,,,,,,,IV,C:maj,0
V,D:maj,.,,,e,ev-,,,1.0,,,,,,,,,,,V,D:maj,1
V,D:maj,.,,,B,-mpti-,,,1.0,,,,,,,,,,,V,D:maj,1
V,D:maj,.,,,B,-mpti-,,,1.0,,,,,,,,,,,V,D:maj,1
V,D:maj,.,,,B,-mpti-,,,1.0,,,,,,,,,,,V,D:maj,1
*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,*>Bridge,,,1.0,,,,,,,,,,,*>Bridge,*>Bridge,*>Bridge
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
I,G:maj,150.921,,,e,-pat-,,,1.0,,,,,,,,,,,I,G:maj,0
vi,E:min,153.025,,,c,-tal,,,1.0,,,,,,,,,,,vi,E:min,0
Ib,G:maj/3,.,,,c,free,,,1.0,,,,,,,,,,,Ib,G:maj/3,1
I,G:maj,159.224,,,d,no,,,1.0,,,,,,,,,,,I,G:maj,0
vi,E:min,161.321,,,B,-er-,,,1.0,,,,,,,,,,,vi,E:min,0
IV,C:maj,163.36,,,G,them,,,1.0,,,,,,,,,,,IV,C:maj,0
Ib,G:maj/3,.,,,G,stop,,,1.0,,,,,,,,,,,Ib,G:maj/3,1
V,D:maj,165.418,,,A,_,,,1.0,,,,,,,,,,,V,D:maj,.
vi,E:min,169.413,,,d,-hets,,,1.0,,,,,,,,,,,vi,E:min,0
IV,C:maj,171.449,,,e,stand,,,1.0,,,,,,,,,,,IV,C:maj,1
I,G:maj,175.424,,,B,say,,,1.0,,,,,,,,,,,I,G:maj,1
Ib,G:maj/3,.,,,G,-ill,,,1.0,,,,,,,,,,,Ib,G:maj/3,1
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
IV,C:maj,191.346,,,B,all,,,1.0,,,,,,,,,,,IV,C:maj,0
V,D:maj,.,,,e,ev-,,,1.0,,,,,,,,,,,V,D:maj,1
V,D:maj,.,,,B,-mpti-,,,1.0,,,,,,,,,,,V,D:maj,1
IV,C:maj,199.449,,,B,all,,,1.0,,,,,,,,,,,IV,C:maj,0
V,D:maj,.,,,e,ev-,,,1.0,,,,,,,,,,,V,D:maj,1
V,D:maj,.,,,B,-mpti-,,,1.0,,,,,,,,,,,V,D:maj,1
V,D:maj,.,,,B,songs,,,1.0,,,,,,,,,,,V,D:maj,1
*>Verse,*>Verse,*>Verse,,,*>Verse,,,,1.0,,,,,,,,,,,*>Verse,*>Verse,
vi,G#:min,.,,,G#,,,,1.0,,,,,,,,,,,vi,G#:min,
V,F#:maj,11.157,,,G#,,,,1.0,,,,,,,,,,,V,F#:maj,
I,B:maj,16.476,,,E,,,,1.0,,,,,,,,,,,I,B:maj,
vi,G#:min,.,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
IV,E:maj,.,,,A#,,,,1.0,,,,,,,,,,,IV,E:maj,
I,B:maj,30.862,,,D#,,,,1.0,,,,,,,,,,,I,B:maj,
V,F#:maj,41.364,,,G#,,,,1.0,,,,,,,,,,,V,F#:maj,
I,B:maj,46.724,,,E,,,,1.0,,,,,,,,,,,I,B:maj,
vi,G#:min,.,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
I,B:maj,59.839,,,BB,,,,1.0,,,,,,,,,,,I,B:maj,
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,
I,B:maj,72.830,,,B,,,,1.0,,,,,,,,,,,I,B:maj,
*>Verse,*>Verse,*>Verse,,,*>Verse,,,,1.0,,,,,,,,,,,*>Verse,*>Verse,
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,
I,B:maj,141.529,,,B,,,,1.0,,,,,,,,,,,I,B:maj,
*>Verse,*>Verse,*>Verse,,,*>Verse,,,,1.0,,,,,,,,,,,*>Verse,*>Verse,
vi,G#:min,.,,,G#,,,,1.0,,,,,,,,,,,vi,G#:min,
I,B:maj,156.952,,,E,,,,1.0,,,,,,,,,,,I,B:maj,
vi,G#:min,162.006,,,G#,,,,1.0,,,,,,,,,,,vi,G#:min,
vi,G#:min,.,,,G#,,,,1.0,,,,,,,,,,,vi,G#:min,
I,B:maj,183.867,,,E,,,,1.0,,,,,,,,,,,I,B:maj,
V,F#:maj,189.008,,,B,,,,1.0,,,,,,,,,,,V,F#:maj,
IV,E:maj,.,,,A#,,,,1.0,,,,,,,,,,,IV,E:maj,
V,F#:maj,194.135,,,F#,,,,1.0,,,,,,,,,,,V,F#:maj,
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,
vi,G#:min,209.552,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
vi,G#:min,219.788,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
vi,G#:min,229.897,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
vi,G#:min,240.038,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
vi,G#:min,250.135,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
vi,G#:min,260.296,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
vi,G#:min,270.457,,,B,,,,1.0,,,,,,,,,,,vi,G#:min,
*>Verse,*>Verse,*>Verse,,,*>Verse,,,,1.0,,,,,,,,,,,*>Verse,*>Verse,
I,B:maj,280.684,,,B,,,,1.0,,,,,,,,,,,I,B:maj,
*>Intro,*>Intro,*>Intro,,,*>Intro,*>Intro,,,1.0,,,,,,,,,,,*>Intro,*>Intro,*>Intro
*>VP,*>VP,*>VP,,,*>VP,*>VP,,,1.0,,,,,,,,,,,*>VP,*>VP,*>VP
i,A:min,33.587,,,A,dig,,,1.0,,,,,,,,,,,i,A:min,1
-VII,G:maj,35.483,,,G,-ure,,,1.0,,,,,,,,,,,-VII,G:maj,0
i,A:min,39.278,,,A,kiss,,,1.0,,,,,,,,,,,V,E:maj,1
-VII,G:maj,43.075,,,G,-ers,,,1.0,,,,,,,,,,,-VII,G:maj,0
V,E:maj,46.869,,,G#,can,,,1.0,,,,,,,,,,,V,E:maj,0
i,A:min,48.767,,,A,dream,,,1.0,,,,,,,,,,,i,A:min,1
i,A:min,54.460,,,E,_,,,1.0,,,,,,,,,,,V,E:maj,.
-VII,G:maj,58.256,,,A,cur-,,,1.0,,,,,,,,,,,-VII,G:maj,1
V,E:maj,62.052,,,G#,heat,,,1.0,,,,,,,,,,,V,E:maj,1
i,A:min,63.949,,,A,how,,,1.0,,,,,,,,,,,i,A:min,1
i,A:min,69.641,,,A,cold,,,1.0,,,,,,,,,,,i,A:min,1
V,E:maj,77.232,,,G#,fat-,,,1.0,,,,,,,,,,,V,E:maj,1
i,A:min,79.130,,,A,may-,,,1.0,,,,,,,,,,,i,A:min,1
-VII,G:maj,88.618,,,G,-er,,,1.0,,,,,,,,,,,-VII,G:maj,0
*>Break,*>Break,*>Break,,,*>Break,*>Break,,,1.0,,,,,,,,,,,*>Break,*>Break,*>Break
-VII,G:maj,.,,,ee-,hee,,,1.0,,,,,,,,,,,-VII,G:maj,3
-VII,G:maj,.,,,dd,ooh,,,1.0,,,,,,,,,,,-VII,G:maj,3
-VI,F:maj,105.696,,,cc,ooh,,,1.0,,,,,,,,,,,-VI,F:maj,3
*>VP,*>VP,*>VP,,,*>VP,*>VP,,,1.0,,,,,,,,,,,*>VP,*>VP,*>VP
i,A:min,109.492,,,A,touch,,,1.0,,,,,,,,,,,i,A:min,1
-VII,G:maj,111.389,,,G,-ach,,,1.0,,,,,,,,,,,-VII,G:maj,0
i,A:min,115.185,,,A,-ide,,,1.0,,,,,,,,,,,i,A:min,1
-VII,G:maj,118.980,,,A,_,,,1.0,,,,,,,,,,,-VII,G:maj,.
V,E:maj,122.775,,,G#,ev-,,,1.0,,,,,,,,,,,V,E:maj,1
i,A:min,124.674,,,A,_,,,1.0,,,,,,,,,,,i,A:min,.
V,E:maj,137.957,,,G#,fat-,,,1.0,,,,,,,,,,,V,E:maj,1
i,A:min,139.856,,,A,may-,,,1.0,,,,,,,,,,,i,A:min,1
-VII,G:maj,141.753,,,A,mot-,,,1.0,,,,,,,,,,,-VII,G:maj,1
-VII,G:maj,149.345,,,G,-er,,,1.0,,,,,,,,,,,-VII,G:maj,0
*>Break,*>Break,*>Break,,,*>Break,*>Break,,,1.0,,,,,,,,,,,*>Break,*>Break,*>Break
-VI,F:maj,160.731,,,dd,_,,,1.0,,,,,,,,,,,-VI,F:maj,.
i,A:min,.,,,dd,_,,,1.0,,,,,,,,,,,i,A:min,.
-VII,G:maj,.,,,cc,_,,,1.0,,,,,,,,,,,-VII,G:maj,.
-VII,G:maj,.,,,g,_,,,1.0,,,,,,,,,,,-VII,G:maj,.
-VII,G:maj,.,,,c,ooh,,,1.0,,,,,,,,,,,-VII,G:maj,3
*>VP2,*>VP2,*>VP2,,,*>VP2,*>VP2,,,1.0,,,,,,,,,,,*>VP2,*>VP2,*>VP2
i,A:min,170.219,,,A,how,,,1.0,,,,,,,,,,,i,A:min,1
-VII,G:maj,174.015,,,G,-ne,,,1.0,,,,,,,,,,,-VII,G:maj,1
V,E:maj,175.912,,,A,cold,,,1.0,,,,,,,,,,,i,A:min,1
i,A:min,177.810,,,A,may-,,,1.0,,,,,,,,,,,i,A:min,1
-VII,G:maj,181.605,,,G,may-,,,1.0,,,,,,,,,,,-VII,G:maj,1
V,E:maj,183.503,,,G#,fat-,,,1.0,,,,,,,,,,,V,E:maj,1
i,A:min,185.401,,,A,may-,,,1.0,,,,,,,,,,,i,A:min,1
-VII,G:maj,189.198,,,G,shes,,,1.0,,,,,,,,,,,-VII,G:maj,0
i,A:min,192.994,,,A,why,,,1.0,,,,,,,,,,,i,A:min,1
iv,D:min,194.892,,,G,-er,,,1.0,,,,,,,,,,,iv,D:min,0
-VII,G:maj,196.789,,,G,this,,,1.0,,,,,,,,,,,-VII,G:maj,0
i,A:min,246.145,,,c,_,,,1.0,,,,,,,,,,,i,A:min,.
V,E:maj,297.392,,,ee,oh,,,1.0,,,,,,,,,,,i,A:min,3
i,A:min,306.882,,,a,ah,,,1.0,,,,,,,,,,,i,A:min,3
iv,D:min,308.781,,,cc,ah,,,1.0,,,,,,,,,,,iv,D:min,3
-VII,G:maj,310.677,,,dd,ah,,,1.0,,,,,,,,,,,i,A:min,3
V,E:maj,312.576,,,ff,yeah,,,1.0,,,,,,,,,,,V,E:maj,3
i,A:min,314.474,,,gg,_,,,1.0,,,,,,,,,,,i,A:min,.
iv,D:min,316.371,,,cc,_,,,1.0,,,,,,,,,,,iv,D:min,.
V,E:maj,320.167,,,b,whoa,,,1.0,,,,,,,,,,,i,A:min,3
i,A:min,322.065,,,A,oh,,,1.0,,,,,,,,,,,i,A:min,3
-VII,G:maj,325.861,,,d,_,,,1.0,,,,,,,,,,,-VII,G:maj,.
V,E:maj,335.351,,,A,darl-,,,1.0,,,,,,,,,,,i,A:min,1
V,E:maj,342.941,,,a,dont,,,1.0,,,,,,,,,,,i,A:min,1
i,A:min,344.838,,,A,cry,,,1.0,,,,,,,,,,,i,A:min,1
*>Intro,*>Intro,*>Intro,,,*>Intro,*>Intro,,,1.0,,,,,,,,,,,*>Intro,*>Intro,*>Intro
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
IV,C:maj,14.137,,,c,sit-,,,1.0,,,,,,,,,,,IV,C:maj,1
II,A:maj,16.419,,,A,_,,,1.0,,,,,,,,,,,II,A:maj,.
I,G:maj,18.749,,,E,watc-,,,1.0,,,,,,,,,,,I,G:maj,1
IV,C:maj,23.364,,,c,watch,,,1.0,,,,,,,,,,,IV,C:maj,1
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
I,G:maj,27.991,,,G,sit-,,,1.0,,,,,,,,,,,I,G:maj,1
I,G:maj,32.590,,,d,_,,,1.0,,,,,,,,,,,I,G:maj,.
I,G:maj,37.223,,,E,sit-,,,1.0,,,,,,,,,,,I,G:maj,1
VI,E:maj,44.171,,,E,_,,,1.0,,,,,,,,,,,VI,E:maj,.
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
I,G:maj,46.455,,,G,left,,,1.0,,,,,,,,,,,I,G:maj,1
I,G:maj,55.803,,,G,ive,,,1.0,,,,,,,,,,,I,G:maj,0
IV,C:maj,60.493,,,c,noth-,,,1.0,,,,,,,,,,,IV,C:maj,1
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
I,G:maj,65.198,,,G,sit,,,1.0,,,,,,,,,,,I,G:maj,1
I,G:maj,69.883,,,d,_,,,1.0,,,,,,,,,,,I,G:maj,.
I,G:maj,74.496,,,G,sit-,,,1.0,,,,,,,,,,,I,G:maj,1
*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,*>Bridge,,,1.0,,,,,,,,,,,*>Bridge,*>Bridge,*>Bridge
V,D:maj,.,,,e,like,,,1.0,,,,,,,,,,,V,D:maj,0
IV,C:maj,86.119,,,e,-ings,,,1.0,,,,,,,,,,,IV,C:maj,0
V,D:maj,.,,,e,cant,,,1.0,,,,,,,,,,,V,D:maj,1
IV,C:maj,95.396,,,g,ten,,,1.0,,,,,,,,,,,IV,C:maj,1
I,G:maj,.,,,d,me,,,1.0,,,,,,,,,,,I,G:maj,0
V,D:maj,100.092,,,d,_,,,1.0,,,,,,,,,,,V,D:maj,.
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
I,G:maj,102.402,,,F,sit-,,,1.0,,,,,,,,,,,I,G:maj,1
II,A:maj,109.387,,,A,_,,,1.0,,,,,,,,,,,II,A:maj,.
I,G:maj,111.682,,,G,two,,,1.0,,,,,,,,,,,I,G:maj,1
IV,C:maj,116.307,,,c,make,,,1.0,,,,,,,,,,,IV,C:maj,1
*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,*>Chorus,,,1.0,,,,,,,,,,,*>Chorus,*>Chorus,*>Chorus
I,G:maj,120.949,,,G,sit,,,1.0,,,,,,,,,,,I,G:maj,1
I,G:maj,125.571,,,d,_,,,1.0,,,,,,,,,,,I,G:maj,.
I,G:maj,130.207,,,G,sit-,,,1.0,,,,,,,,,,,I,G:maj,1
*>Fadeout,*>Fadeout,*>Fadeout,,,*>Fadeout,*>Fadeout,,,1.0,,,,,,,,,,,*>Fadeout,*>Fadeout,*>Fadeout
*>Intro,*>Intro,*>Intro,,,*>Intro,*>Intro,,,1.0,,,,,,,,,,,*>Intro,*>Intro,*>Intro
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
IV,F:maj,36.131,,,A,sky,,,1.0,,,,,,,,,,,IV,F:maj,1
*>PreChorus,*>PreChorus,*>PreChorus,,,*>PreChorus,*>PreChorus,,,1.0,,,,,,,,,,,*>PreChorus,*>PreChorus,*>PreChorus
ii,D:min,42.480,,,d,-ple,,,1.0,,,,,,,,,,,ii,D:min,0
V,G:maj,45.671,,,B,liv-,,,1.0,,,,,,,,,,,V,G:maj,1
*>Verse,*>Verse,*>Verse,,,*>Verse,*>Verse,,,1.0,,,,,,,,,,,*>Verse,*>Verse,*>Verse
I,C:maj,52.184,,,c,_,,,1.0,,,,,,,,,,,I,C:maj,.
IV,F:maj,55.374,,,A,-ries,,,1.0,,,,,,,,,,,IV,F:maj,0
*>PreChorus,*>PreChorus,*>PreChorus,,,*>PreChorus,*>PreChorus,,,1.0,,,,,,,,,,,*>PreChorus,*>PreChorus,*>PreChorus
vic,A:min/5,.,,,c,all,,,1.0,,,,,,,,,,,vic,A:min/5,0
ii,D:min,80.695,,,d,-ple,,,1.0,,,,,,,,,,,ii,D:min,0
V,G:maj,83.836,,,B,liv-,,,1.0,,,,,,,,,,,V,G:maj,1
*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,*>Bridge,,,1.0,,,,,,,,,,,*>Bridge,*>Bridge,*>Bridge
IV,F:maj,90.300,,,c,_,,,1.0,,,,,,,,,,,IV,F:maj,.
V,G:maj,.,,,B,say,,,1.0,,,,,,,,,,,V,G:maj,1
I,C:maj,93.487,,,c,drea-,,,1.0,,,,,,,,,,,I,C:maj,1
